Word,Normalized Score,Unique Letter Count,Unique Letters
Fanger,2.303,6,aefgnr
Fangy,2.485,5,afgny
Fanging,2.485,5,afgin
Fangle,2.303,6,aefgln
Fangled,2.485,7,adefgln
Fanglement,2.773,8,aefglmnt
Fanglet,2.398,7,aefglnt
Fanglike,2.773,8,aefgikln
Fanglomerate,2.89,10,aefglmnort
Fango,2.197,5,afgno
Fangot,2.303,6,afgnot
Fangotherapy,3.178,11,aefghnoprty
Fangs,2.197,5,afgns
Fanhouse,2.639,8,aefhnosu
Fany,2.303,4,afny
Faniente,2.398,6,aefint
Fanion,2.197,5,afino
Fanioned,2.485,7,adefino
Fanions,2.303,6,afinos
Fanit,2.079,5,afint
Fanjet,2.773,6,aefjnt
Fanjets,2.833,7,aefjnst
Fankle,2.565,6,aefkln
Fanleaf,2.565,5,aefln
Fanlight,2.708,8,afghilnt
Fanlights,2.773,9,afghilnst
Fanlike,2.639,7,aefikln
Fanmaker,2.833,7,aefkmnr
Fanmaking,2.944,7,afgikmn
Fanman,2.398,4,afmn
Fano,1.946,4,afno
Fanon,2.079,4,afno
Fanons,2.197,5,afnos
Fanos,2.079,5,afnos
Fanout,2.197,6,afnotu
Fans,1.946,4,afns
Fant,1.946,4,afnt
Fantad,2.303,5,adfnt
Fantail,2.303,6,afilnt
Fantailed,2.565,8,adefilnt
Fantails,2.398,7,afilnst
Fantaisie,2.485,7,aefinst
Fantaseid,2.565,8,adefinst
Fantasy,2.565,6,afnsty
Fantasia,2.398,6,afinst
Fantasias,2.485,6,afinst
Fantasie,2.398,7,aefinst
Fantasied,2.565,8,adefinst
Fantasies,2.485,7,aefinst
Fantasying,2.833,8,afginsty
Fantasist,2.485,6,afinst
Fantasists,2.565,6,afinst
Fantasize,3.045,8,aefinstz
Fantasized,3.135,9,adefinstz
Fantasizes,3.091,8,aefinstz
Fantasizing,3.178,8,afginstz
Fantasm,2.485,6,afmnst
Fantasmagoria,2.944,10,afgimnorst
Fantasmagoric,3.045,11,acfgimnorst
Fantasmal,2.639,7,aflmnst
Fantasms,2.565,6,afmnst
Fantasque,3.045,8,aefnqstu
Fantast,2.303,5,afnst
Fantastic,2.639,7,acfinst
Fantastical,2.773,8,acfilnst
Fantasticality,3.091,9,acfilnsty
Fantasticate,2.833,8,acefinst
Fantastication,2.944,8,acfinost
Fantasticism,2.944,8,acfimnst
Fantasticly,2.944,9,acfilnsty
Fantastico,2.708,8,acfinost
Fantastry,2.708,7,afnrsty
Fantasts,2.398,5,afnst
Fanteague,2.565,7,aefgntu
Fanterie,2.398,7,aefinrt
Fanti,2.079,5,afint
Fantigue,2.485,8,aefgintu
Fantocine,2.639,8,acefinot
Fantod,2.303,6,adfnot
Fantods,2.398,7,adfnost
Fantom,2.398,6,afmnot
Fantoms,2.485,7,afmnost
Fanum,2.303,5,afmnu
Fanums,2.398,6,afmnsu
Fanwe,2.398,5,aefnw
Fanwise,2.565,7,aefinsw
Fanwork,2.833,7,afknorw
Fanwort,2.565,7,afnortw
Fanworts,2.639,8,afnorstw
Fanwright,2.944,9,afghinrtw
Fanzine,2.944,6,aefinz
Fanzines,2.996,7,aefinsz
Faon,1.946,4,afno
Fapesmo,2.639,7,aefmops
Faq,2.708,3,afq
Faqir,2.833,5,afiqr
Faqirs,2.89,6,afiqrs
Faquir,2.89,6,afiqru
Faquirs,2.944,7,afiqrsu
Far,1.792,3,afr
Farad,2.197,4,adfr
Faraday,2.639,5,adfry
Faradaic,2.639,6,acdfir
Faradays,2.708,6,adfrsy
Faradic,2.565,6,acdfir
Faradisation,2.773,9,adfinorst
Faradise,2.485,7,adefirs
Faradised,2.639,7,adefirs
Faradiser,2.565,7,adefirs
Faradises,2.565,7,adefirs
Faradising,2.708,8,adfginrs
Faradism,2.639,7,adfimrs
Faradisms,2.708,7,adfimrs
Faradization,3.219,9,adfinortz
Faradize,3.045,7,adefirz
Faradized,3.135,7,adefirz
Faradizer,3.091,7,adefirz
Faradizes,3.091,8,adefirsz
Faradizing,3.178,8,adfginrz
Faradmeter,2.773,7,adefmrt
Faradocontractility,3.401,11,acdfilnorty
Faradomuscular,3.091,10,acdflmorsu
Faradonervous,2.996,10,adefnorsuv
Faradopalpation,3.135,10,adfilnoprt
Farads,2.303,5,adfrs
Farand,2.303,5,adfnr
Farandine,2.565,7,adefinr
Farandman,2.708,6,adfmnr
Farandmen,2.708,7,adefmnr
Farandola,2.565,7,adflnor
Farandole,2.565,8,adeflnor
Farandoles,2.639,9,adeflnors
Faraon,2.197,5,afnor
Farasula,2.398,6,aflrsu
Faraway,2.773,5,afrwy
Farce,2.303,5,acefr
Farced,2.485,6,acdefr
Farcelike,2.89,8,acefiklr
Farcemeat,2.773,7,acefmrt
Farcer,2.398,5,acefr
Farcers,2.485,6,acefrs
Farces,2.398,6,acefrs
Farceur,2.485,6,acefru
Farceurs,2.565,7,acefrsu
Farceuse,2.565,7,acefrsu
Farceuses,2.639,7,acefrsu
Farci,2.303,5,acfir
Farcy,2.565,5,acfry
Farcial,2.485,6,acfilr
Farcialize,3.178,8,acefilrz
Farcical,2.708,6,acfilr
Farcicality,3.045,8,acfilrty
Farcie,2.398,6,acefir
Farcied,2.565,7,acdefir
